Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,30-03-2024,20,62
CQ,Clarke Quay,30-03-2024,20,38
FN,Funan,30-03-2024,20,75
PS,Plaza Singapura,30-03-2024,20,83
RCS,Raffles City,30-03-2024,20,369
TAO,The Atrium@Orchard,30-03-2024,20,52
BM,Bedok Mall,30-03-2024,20,27
TM,Tampines Mall,30-03-2024,20,56
BPP,Bukit Panjang Plaza,30-03-2024,20,159
J8,Junction 8,30-03-2024,20,41
LO,Lot One,30-03-2024,20,110
IMM,IMM,30-03-2024,20,421
WG,Westgate,30-03-2024,20,0
CG,CapitaGreen,30-03-2024,20,171
CT,Capital Tower,30-03-2024,20,30
SBR,Six Battery Road,30-03-2024,20,133
CS,CapitaSpring,30-03-2024,20,306
