Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,09,300
CQ,Clarke Quay,31-03-2024,09,291
FN,Funan,31-03-2024,09,358
PS,Plaza Singapura,31-03-2024,09,640
RCS,Raffles City,31-03-2024,09,861
TAO,The Atrium@Orchard,31-03-2024,09,66
BM,Bedok Mall,31-03-2024,09,216
TM,Tampines Mall,31-03-2024,09,552
BPP,Bukit Panjang Plaza,31-03-2024,09,291
J8,Junction 8,31-03-2024,09,247
LO,Lot One,31-03-2024,09,264
IMM,IMM,31-03-2024,09,1187
WG,Westgate,31-03-2024,09,281
CG,CapitaGreen,31-03-2024,09,174
CT,Capital Tower,31-03-2024,09,26
SBR,Six Battery Road,31-03-2024,09,156
CS,CapitaSpring,31-03-2024,09,349
