Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,07-04-2024,19,129
CQ,Clarke Quay,07-04-2024,19,124
FN,Funan,07-04-2024,19,151
PS,Plaza Singapura,07-04-2024,19,171
RCS,Raffles City,07-04-2024,19,513
TAO,The Atrium@Orchard,07-04-2024,19,64
BM,Bedok Mall,07-04-2024,19,0
TM,Tampines Mall,07-04-2024,19,19
BPP,Bukit Panjang Plaza,07-04-2024,19,98
J8,Junction 8,07-04-2024,19,26
LO,Lot One,07-04-2024,19,37
IMM,IMM,07-04-2024,19,253
WG,Westgate,07-04-2024,19,0
CG,CapitaGreen,07-04-2024,19,178
CT,Capital Tower,07-04-2024,19,29
SBR,Six Battery Road,07-04-2024,19,150
CS,CapitaSpring,07-04-2024,19,334
