Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,22,268
CQ,Clarke Quay,08-04-2024,22,220
FN,Funan,08-04-2024,22,346
PS,Plaza Singapura,08-04-2024,22,633
RCS,Raffles City,08-04-2024,22,899
TAO,The Atrium@Orchard,08-04-2024,22,40
BM,Bedok Mall,08-04-2024,22,228
TM,Tampines Mall,08-04-2024,22,581
BPP,Bukit Panjang Plaza,08-04-2024,22,309
J8,Junction 8,08-04-2024,22,269
LO,Lot One,08-04-2024,22,279
IMM,IMM,08-04-2024,22,979
WG,Westgate,08-04-2024,22,522
CG,CapitaGreen,08-04-2024,22,179
CT,Capital Tower,08-04-2024,22,22
SBR,Six Battery Road,08-04-2024,22,100
CS,CapitaSpring,08-04-2024,22,139
