Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,16,211
CQ,Clarke Quay,08-04-2024,16,85
FN,Funan,08-04-2024,16,161
PS,Plaza Singapura,08-04-2024,16,378
RCS,Raffles City,08-04-2024,16,479
TAO,The Atrium@Orchard,08-04-2024,16,6
BM,Bedok Mall,08-04-2024,16,82
TM,Tampines Mall,08-04-2024,16,323
BPP,Bukit Panjang Plaza,08-04-2024,16,226
J8,Junction 8,08-04-2024,16,149
LO,Lot One,08-04-2024,16,186
IMM,IMM,08-04-2024,16,573
WG,Westgate,08-04-2024,16,254
CG,CapitaGreen,08-04-2024,16,87
CT,Capital Tower,08-04-2024,16,25
SBR,Six Battery Road,08-04-2024,16,37
CS,CapitaSpring,08-04-2024,16,131
