Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,20,97
CQ,Clarke Quay,09-04-2024,20,41
FN,Funan,09-04-2024,20,114
PS,Plaza Singapura,09-04-2024,20,260
RCS,Raffles City,09-04-2024,20,404
TAO,The Atrium@Orchard,09-04-2024,20,15
BM,Bedok Mall,09-04-2024,20,9
TM,Tampines Mall,09-04-2024,20,163
BPP,Bukit Panjang Plaza,09-04-2024,20,147
J8,Junction 8,09-04-2024,20,60
LO,Lot One,09-04-2024,20,162
IMM,IMM,09-04-2024,20,468
WG,Westgate,09-04-2024,20,73
CG,CapitaGreen,09-04-2024,20,143
CT,Capital Tower,09-04-2024,20,60
SBR,Six Battery Road,09-04-2024,20,40
CS,CapitaSpring,09-04-2024,20,152
