Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,17,223
CQ,Clarke Quay,08-04-2024,17,108
FN,Funan,08-04-2024,17,176
PS,Plaza Singapura,08-04-2024,17,414
RCS,Raffles City,08-04-2024,17,557
TAO,The Atrium@Orchard,08-04-2024,17,9
BM,Bedok Mall,08-04-2024,17,94
TM,Tampines Mall,08-04-2024,17,375
BPP,Bukit Panjang Plaza,08-04-2024,17,229
J8,Junction 8,08-04-2024,17,153
LO,Lot One,08-04-2024,17,209
IMM,IMM,08-04-2024,17,580
WG,Westgate,08-04-2024,17,275
CG,CapitaGreen,08-04-2024,17,107
CT,Capital Tower,08-04-2024,17,24
SBR,Six Battery Road,08-04-2024,17,55
CS,CapitaSpring,08-04-2024,17,138
