Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,12,193
CQ,Clarke Quay,08-04-2024,12,88
FN,Funan,08-04-2024,12,204
PS,Plaza Singapura,08-04-2024,12,357
RCS,Raffles City,08-04-2024,12,366
TAO,The Atrium@Orchard,08-04-2024,12,3
BM,Bedok Mall,08-04-2024,12,0
TM,Tampines Mall,08-04-2024,12,286
BPP,Bukit Panjang Plaza,08-04-2024,12,196
J8,Junction 8,08-04-2024,12,68
LO,Lot One,08-04-2024,12,165
IMM,IMM,08-04-2024,12,429
WG,Westgate,08-04-2024,12,179
CG,CapitaGreen,08-04-2024,12,84
CT,Capital Tower,08-04-2024,12,0
SBR,Six Battery Road,08-04-2024,12,49
CS,CapitaSpring,08-04-2024,12,161
