Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,14,82
CQ,Clarke Quay,06-04-2024,14,142
FN,Funan,06-04-2024,14,17
PS,Plaza Singapura,06-04-2024,14,22
RCS,Raffles City,06-04-2024,14,363
TAO,The Atrium@Orchard,06-04-2024,14,48
BM,Bedok Mall,06-04-2024,14,14
TM,Tampines Mall,06-04-2024,14,30
BPP,Bukit Panjang Plaza,06-04-2024,14,140
J8,Junction 8,06-04-2024,14,13
LO,Lot One,06-04-2024,14,118
IMM,IMM,06-04-2024,14,318
WG,Westgate,06-04-2024,14,23
CG,CapitaGreen,06-04-2024,14,159
CT,Capital Tower,06-04-2024,14,38
SBR,Six Battery Road,06-04-2024,14,139
CS,CapitaSpring,06-04-2024,14,304
