Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,20,158
CQ,Clarke Quay,10-04-2024,20,128
FN,Funan,10-04-2024,20,173
PS,Plaza Singapura,10-04-2024,20,312
RCS,Raffles City,10-04-2024,20,699
TAO,The Atrium@Orchard,10-04-2024,20,66
BM,Bedok Mall,10-04-2024,20,68
TM,Tampines Mall,10-04-2024,20,231
BPP,Bukit Panjang Plaza,10-04-2024,20,187
J8,Junction 8,10-04-2024,20,119
LO,Lot One,10-04-2024,20,157
IMM,IMM,10-04-2024,20,518
WG,Westgate,10-04-2024,20,174
CG,CapitaGreen,10-04-2024,20,177
CT,Capital Tower,10-04-2024,20,50
SBR,Six Battery Road,10-04-2024,20,143
CS,CapitaSpring,10-04-2024,20,336
