Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,16,161
CQ,Clarke Quay,09-04-2024,16,70
FN,Funan,09-04-2024,16,121
PS,Plaza Singapura,09-04-2024,16,364
RCS,Raffles City,09-04-2024,16,463
TAO,The Atrium@Orchard,09-04-2024,16,5
BM,Bedok Mall,09-04-2024,16,53
TM,Tampines Mall,09-04-2024,16,282
BPP,Bukit Panjang Plaza,09-04-2024,16,184
J8,Junction 8,09-04-2024,16,114
LO,Lot One,09-04-2024,16,172
IMM,IMM,09-04-2024,16,430
WG,Westgate,09-04-2024,16,195
CG,CapitaGreen,09-04-2024,16,78
CT,Capital Tower,09-04-2024,16,64
SBR,Six Battery Road,09-04-2024,16,44
CS,CapitaSpring,09-04-2024,16,156
