Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,16-04-2024,20,166
CQ,Clarke Quay,16-04-2024,20,112
FN,Funan,16-04-2024,20,138
PS,Plaza Singapura,16-04-2024,20,436
RCS,Raffles City,16-04-2024,20,261
TAO,The Atrium@Orchard,16-04-2024,20,18
BM,Bedok Mall,16-04-2024,20,54
TM,Tampines Mall,16-04-2024,20,306
BPP,Bukit Panjang Plaza,16-04-2024,20,210
J8,Junction 8,16-04-2024,20,106
LO,Lot One,16-04-2024,20,166
IMM,IMM,16-04-2024,20,660
WG,Westgate,16-04-2024,20,242
CG,CapitaGreen,16-04-2024,20,141
CT,Capital Tower,16-04-2024,20,0
SBR,Six Battery Road,16-04-2024,20,48
CS,CapitaSpring,16-04-2024,20,157
