Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,18,57
CQ,Clarke Quay,06-04-2024,18,133
FN,Funan,06-04-2024,18,38
PS,Plaza Singapura,06-04-2024,18,122
RCS,Raffles City,06-04-2024,18,438
TAO,The Atrium@Orchard,06-04-2024,18,43
BM,Bedok Mall,06-04-2024,18,0
TM,Tampines Mall,06-04-2024,18,43
BPP,Bukit Panjang Plaza,06-04-2024,18,152
J8,Junction 8,06-04-2024,18,38
LO,Lot One,06-04-2024,18,121
IMM,IMM,06-04-2024,18,278
WG,Westgate,06-04-2024,18,1
CG,CapitaGreen,06-04-2024,18,166
CT,Capital Tower,06-04-2024,18,43
SBR,Six Battery Road,06-04-2024,18,144
CS,CapitaSpring,06-04-2024,18,342
