Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,11-04-2024,11,231
CQ,Clarke Quay,11-04-2024,11,108
FN,Funan,11-04-2024,11,208
PS,Plaza Singapura,11-04-2024,11,431
RCS,Raffles City,11-04-2024,11,520
TAO,The Atrium@Orchard,11-04-2024,11,3
BM,Bedok Mall,11-04-2024,11,114
TM,Tampines Mall,11-04-2024,11,440
BPP,Bukit Panjang Plaza,11-04-2024,11,245
J8,Junction 8,11-04-2024,11,165
LO,Lot One,11-04-2024,11,236
IMM,IMM,11-04-2024,11,610
WG,Westgate,11-04-2024,11,344
CG,CapitaGreen,11-04-2024,11,58
CT,Capital Tower,11-04-2024,11,0
SBR,Six Battery Road,11-04-2024,11,36
CS,CapitaSpring,11-04-2024,11,166
