Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,17,48
CQ,Clarke Quay,06-04-2024,17,183
FN,Funan,06-04-2024,17,49
PS,Plaza Singapura,06-04-2024,17,139
RCS,Raffles City,06-04-2024,17,520
TAO,The Atrium@Orchard,06-04-2024,17,46
BM,Bedok Mall,06-04-2024,17,36
TM,Tampines Mall,06-04-2024,17,72
BPP,Bukit Panjang Plaza,06-04-2024,17,177
J8,Junction 8,06-04-2024,17,88
LO,Lot One,06-04-2024,17,163
IMM,IMM,06-04-2024,17,354
WG,Westgate,06-04-2024,17,40
CG,CapitaGreen,06-04-2024,17,160
CT,Capital Tower,06-04-2024,17,46
SBR,Six Battery Road,06-04-2024,17,145
CS,CapitaSpring,06-04-2024,17,342
