Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,15-04-2024,21,203
CQ,Clarke Quay,15-04-2024,21,86
FN,Funan,15-04-2024,21,316
PS,Plaza Singapura,15-04-2024,21,515
RCS,Raffles City,15-04-2024,21,741
TAO,The Atrium@Orchard,15-04-2024,21,29
BM,Bedok Mall,15-04-2024,21,184
TM,Tampines Mall,15-04-2024,21,455
BPP,Bukit Panjang Plaza,15-04-2024,21,270
J8,Junction 8,15-04-2024,21,208
LO,Lot One,15-04-2024,21,229
IMM,IMM,15-04-2024,21,871
WG,Westgate,15-04-2024,21,385
CG,CapitaGreen,15-04-2024,21,160
CT,Capital Tower,15-04-2024,21,0
SBR,Six Battery Road,15-04-2024,21,29
CS,CapitaSpring,15-04-2024,21,148
