Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,17,33
CQ,Clarke Quay,10-04-2024,17,187
FN,Funan,10-04-2024,17,80
PS,Plaza Singapura,10-04-2024,17,139
RCS,Raffles City,10-04-2024,17,607
TAO,The Atrium@Orchard,10-04-2024,17,51
BM,Bedok Mall,10-04-2024,17,18
TM,Tampines Mall,10-04-2024,17,188
BPP,Bukit Panjang Plaza,10-04-2024,17,216
J8,Junction 8,10-04-2024,17,95
LO,Lot One,10-04-2024,17,132
IMM,IMM,10-04-2024,17,140
WG,Westgate,10-04-2024,17,82
CG,CapitaGreen,10-04-2024,17,171
CT,Capital Tower,10-04-2024,17,49
SBR,Six Battery Road,10-04-2024,17,151
CS,CapitaSpring,10-04-2024,17,339
