Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,02-04-2024,19,194
CQ,Clarke Quay,02-04-2024,19,142
FN,Funan,02-04-2024,19,172
PS,Plaza Singapura,02-04-2024,19,357
RCS,Raffles City,02-04-2024,19,514
TAO,The Atrium@Orchard,02-04-2024,19,16
BM,Bedok Mall,02-04-2024,19,41
TM,Tampines Mall,02-04-2024,19,232
BPP,Bukit Panjang Plaza,02-04-2024,19,137
J8,Junction 8,02-04-2024,19,84
LO,Lot One,02-04-2024,19,152
IMM,IMM,02-04-2024,19,555
WG,Westgate,02-04-2024,19,152
CG,CapitaGreen,02-04-2024,19,121
CT,Capital Tower,02-04-2024,19,71
SBR,Six Battery Road,02-04-2024,19,27
CS,CapitaSpring,02-04-2024,19,171
