Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,18,226
CQ,Clarke Quay,08-04-2024,18,140
FN,Funan,08-04-2024,18,218
PS,Plaza Singapura,08-04-2024,18,422
RCS,Raffles City,08-04-2024,18,582
TAO,The Atrium@Orchard,08-04-2024,18,16
BM,Bedok Mall,08-04-2024,18,65
TM,Tampines Mall,08-04-2024,18,324
BPP,Bukit Panjang Plaza,08-04-2024,18,217
J8,Junction 8,08-04-2024,18,159
LO,Lot One,08-04-2024,18,199
IMM,IMM,08-04-2024,18,571
WG,Westgate,08-04-2024,18,267
CG,CapitaGreen,08-04-2024,18,139
CT,Capital Tower,08-04-2024,18,24
SBR,Six Battery Road,08-04-2024,18,86
CS,CapitaSpring,08-04-2024,18,140
