Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,04-04-2024,17,229
CQ,Clarke Quay,04-04-2024,17,153
FN,Funan,04-04-2024,17,190
PS,Plaza Singapura,04-04-2024,17,406
RCS,Raffles City,04-04-2024,17,496
TAO,The Atrium@Orchard,04-04-2024,17,0
BM,Bedok Mall,04-04-2024,17,94
TM,Tampines Mall,04-04-2024,17,373
BPP,Bukit Panjang Plaza,04-04-2024,17,230
J8,Junction 8,04-04-2024,17,89
LO,Lot One,04-04-2024,17,205
IMM,IMM,04-04-2024,17,621
WG,Westgate,04-04-2024,17,287
CG,CapitaGreen,04-04-2024,17,88
CT,Capital Tower,04-04-2024,17,45
SBR,Six Battery Road,04-04-2024,17,46
CS,CapitaSpring,04-04-2024,17,179
