Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,03-04-2024,13,180
CQ,Clarke Quay,03-04-2024,13,55
FN,Funan,03-04-2024,13,95
PS,Plaza Singapura,03-04-2024,13,289
RCS,Raffles City,03-04-2024,13,303
TAO,The Atrium@Orchard,03-04-2024,13,8
BM,Bedok Mall,03-04-2024,13,18
TM,Tampines Mall,03-04-2024,13,354
BPP,Bukit Panjang Plaza,03-04-2024,13,161
J8,Junction 8,03-04-2024,13,45
LO,Lot One,03-04-2024,13,156
IMM,IMM,03-04-2024,13,380
WG,Westgate,03-04-2024,13,149
CG,CapitaGreen,03-04-2024,13,82
CT,Capital Tower,03-04-2024,13,0
SBR,Six Battery Road,03-04-2024,13,41
CS,CapitaSpring,03-04-2024,13,165
