Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,03-04-2024,17,230
CQ,Clarke Quay,03-04-2024,17,107
FN,Funan,03-04-2024,17,134
PS,Plaza Singapura,03-04-2024,17,413
RCS,Raffles City,03-04-2024,17,556
TAO,The Atrium@Orchard,03-04-2024,17,5
BM,Bedok Mall,03-04-2024,17,104
TM,Tampines Mall,03-04-2024,17,386
BPP,Bukit Panjang Plaza,03-04-2024,17,234
J8,Junction 8,03-04-2024,17,130
LO,Lot One,03-04-2024,17,208
IMM,IMM,03-04-2024,17,593
WG,Westgate,03-04-2024,17,311
CG,CapitaGreen,03-04-2024,17,102
CT,Capital Tower,03-04-2024,17,66
SBR,Six Battery Road,03-04-2024,17,31
CS,CapitaSpring,03-04-2024,17,166
