Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,13-04-2024,18,93
CQ,Clarke Quay,13-04-2024,18,129
FN,Funan,13-04-2024,18,70
PS,Plaza Singapura,13-04-2024,18,132
RCS,Raffles City,13-04-2024,18,486
TAO,The Atrium@Orchard,13-04-2024,18,47
BM,Bedok Mall,13-04-2024,18,7
TM,Tampines Mall,13-04-2024,18,203
BPP,Bukit Panjang Plaza,13-04-2024,18,170
J8,Junction 8,13-04-2024,18,67
LO,Lot One,13-04-2024,18,136
IMM,IMM,13-04-2024,18,390
WG,Westgate,13-04-2024,18,42
CG,CapitaGreen,13-04-2024,18,152
CT,Capital Tower,13-04-2024,18,46
SBR,Six Battery Road,13-04-2024,18,146
CS,CapitaSpring,13-04-2024,18,316
