Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,05-04-2024,10,274
CQ,Clarke Quay,05-04-2024,10,158
FN,Funan,05-04-2024,10,281
PS,Plaza Singapura,05-04-2024,10,552
RCS,Raffles City,05-04-2024,10,655
TAO,The Atrium@Orchard,05-04-2024,10,13
BM,Bedok Mall,05-04-2024,10,199
TM,Tampines Mall,05-04-2024,10,542
BPP,Bukit Panjang Plaza,05-04-2024,10,118
J8,Junction 8,05-04-2024,10,200
LO,Lot One,05-04-2024,10,255
IMM,IMM,05-04-2024,10,766
WG,Westgate,05-04-2024,10,433
CG,CapitaGreen,05-04-2024,10,109
CT,Capital Tower,05-04-2024,10,0
SBR,Six Battery Road,05-04-2024,10,76
CS,CapitaSpring,05-04-2024,10,200
