Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,12-04-2024,16,158
CQ,Clarke Quay,12-04-2024,16,108
FN,Funan,12-04-2024,16,121
PS,Plaza Singapura,12-04-2024,16,301
RCS,Raffles City,12-04-2024,16,443
TAO,The Atrium@Orchard,12-04-2024,16,0
BM,Bedok Mall,12-04-2024,16,79
TM,Tampines Mall,12-04-2024,16,346
BPP,Bukit Panjang Plaza,12-04-2024,16,222
J8,Junction 8,12-04-2024,16,134
LO,Lot One,12-04-2024,16,192
IMM,IMM,12-04-2024,16,489
WG,Westgate,12-04-2024,16,233
CG,CapitaGreen,12-04-2024,16,87
CT,Capital Tower,12-04-2024,16,0
SBR,Six Battery Road,12-04-2024,16,76
CS,CapitaSpring,12-04-2024,16,179
