Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,11-04-2024,15,172
CQ,Clarke Quay,11-04-2024,15,64
FN,Funan,11-04-2024,15,134
PS,Plaza Singapura,11-04-2024,15,333
RCS,Raffles City,11-04-2024,15,411
TAO,The Atrium@Orchard,11-04-2024,15,0
BM,Bedok Mall,11-04-2024,15,92
TM,Tampines Mall,11-04-2024,15,309
BPP,Bukit Panjang Plaza,11-04-2024,15,235
J8,Junction 8,11-04-2024,15,100
LO,Lot One,11-04-2024,15,187
IMM,IMM,11-04-2024,15,451
WG,Westgate,11-04-2024,15,240
CG,CapitaGreen,11-04-2024,15,54
CT,Capital Tower,11-04-2024,15,28
SBR,Six Battery Road,11-04-2024,15,18
CS,CapitaSpring,11-04-2024,15,165
