Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,15,177
CQ,Clarke Quay,09-04-2024,15,67
FN,Funan,09-04-2024,15,102
PS,Plaza Singapura,09-04-2024,15,364
RCS,Raffles City,09-04-2024,15,436
TAO,The Atrium@Orchard,09-04-2024,15,4
BM,Bedok Mall,09-04-2024,15,46
TM,Tampines Mall,09-04-2024,15,270
BPP,Bukit Panjang Plaza,09-04-2024,15,200
J8,Junction 8,09-04-2024,15,81
LO,Lot One,09-04-2024,15,179
IMM,IMM,09-04-2024,15,448
WG,Westgate,09-04-2024,15,192
CG,CapitaGreen,09-04-2024,15,65
CT,Capital Tower,09-04-2024,15,67
SBR,Six Battery Road,09-04-2024,15,34
CS,CapitaSpring,09-04-2024,15,157
