Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,09,308
CQ,Clarke Quay,10-04-2024,09,264
FN,Funan,10-04-2024,09,374
PS,Plaza Singapura,10-04-2024,09,665
RCS,Raffles City,10-04-2024,09,908
TAO,The Atrium@Orchard,10-04-2024,09,95
BM,Bedok Mall,10-04-2024,09,197
TM,Tampines Mall,10-04-2024,09,562
BPP,Bukit Panjang Plaza,10-04-2024,09,294
J8,Junction 8,10-04-2024,09,266
LO,Lot One,10-04-2024,09,281
IMM,IMM,10-04-2024,09,1037
WG,Westgate,10-04-2024,09,512
CG,CapitaGreen,10-04-2024,09,161
CT,Capital Tower,10-04-2024,09,54
SBR,Six Battery Road,10-04-2024,09,159
CS,CapitaSpring,10-04-2024,09,344
