Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,04-04-2024,16,226
CQ,Clarke Quay,04-04-2024,16,125
FN,Funan,04-04-2024,16,150
PS,Plaza Singapura,04-04-2024,16,367
RCS,Raffles City,04-04-2024,16,448
TAO,The Atrium@Orchard,04-04-2024,16,4
BM,Bedok Mall,04-04-2024,16,92
TM,Tampines Mall,04-04-2024,16,369
BPP,Bukit Panjang Plaza,04-04-2024,16,223
J8,Junction 8,04-04-2024,16,100
LO,Lot One,04-04-2024,16,232
IMM,IMM,04-04-2024,16,539
WG,Westgate,04-04-2024,16,272
CG,CapitaGreen,04-04-2024,16,78
CT,Capital Tower,04-04-2024,16,44
SBR,Six Battery Road,04-04-2024,16,48
CS,CapitaSpring,04-04-2024,16,178
