Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,13,200
CQ,Clarke Quay,01-04-2024,13,69
FN,Funan,01-04-2024,13,185
PS,Plaza Singapura,01-04-2024,13,324
RCS,Raffles City,01-04-2024,13,343
TAO,The Atrium@Orchard,01-04-2024,13,8
BM,Bedok Mall,01-04-2024,13,26
TM,Tampines Mall,01-04-2024,13,302
BPP,Bukit Panjang Plaza,01-04-2024,13,186
J8,Junction 8,01-04-2024,13,65
LO,Lot One,01-04-2024,13,159
IMM,IMM,01-04-2024,13,398
WG,Westgate,01-04-2024,13,152
CG,CapitaGreen,01-04-2024,13,78
CT,Capital Tower,01-04-2024,13,53
SBR,Six Battery Road,01-04-2024,13,53
CS,CapitaSpring,01-04-2024,13,200
