Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,02-04-2024,14,198
CQ,Clarke Quay,02-04-2024,14,58
FN,Funan,02-04-2024,14,128
PS,Plaza Singapura,02-04-2024,14,367
RCS,Raffles City,02-04-2024,14,371
TAO,The Atrium@Orchard,02-04-2024,14,3
BM,Bedok Mall,02-04-2024,14,75
TM,Tampines Mall,02-04-2024,14,358
BPP,Bukit Panjang Plaza,02-04-2024,14,190
J8,Junction 8,02-04-2024,14,76
LO,Lot One,02-04-2024,14,173
IMM,IMM,02-04-2024,14,546
WG,Westgate,02-04-2024,14,244
CG,CapitaGreen,02-04-2024,14,64
CT,Capital Tower,02-04-2024,14,0
SBR,Six Battery Road,02-04-2024,14,35
CS,CapitaSpring,02-04-2024,14,162
