Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,11-04-2024,20,165
CQ,Clarke Quay,11-04-2024,20,122
FN,Funan,11-04-2024,20,156
PS,Plaza Singapura,11-04-2024,20,359
RCS,Raffles City,11-04-2024,20,538
TAO,The Atrium@Orchard,11-04-2024,20,23
BM,Bedok Mall,11-04-2024,20,49
TM,Tampines Mall,11-04-2024,20,292
BPP,Bukit Panjang Plaza,11-04-2024,20,185
J8,Junction 8,11-04-2024,20,116
LO,Lot One,11-04-2024,20,154
IMM,IMM,11-04-2024,20,604
WG,Westgate,11-04-2024,20,168
CG,CapitaGreen,11-04-2024,20,174
CT,Capital Tower,11-04-2024,20,16
SBR,Six Battery Road,11-04-2024,20,76
CS,CapitaSpring,11-04-2024,20,155
