Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,15-04-2024,15,191
CQ,Clarke Quay,15-04-2024,15,55
FN,Funan,15-04-2024,15,169
PS,Plaza Singapura,15-04-2024,15,350
RCS,Raffles City,15-04-2024,15,433
TAO,The Atrium@Orchard,15-04-2024,15,0
BM,Bedok Mall,15-04-2024,15,66
TM,Tampines Mall,15-04-2024,15,319
BPP,Bukit Panjang Plaza,15-04-2024,15,233
J8,Junction 8,15-04-2024,15,112
LO,Lot One,15-04-2024,15,202
IMM,IMM,15-04-2024,15,481
WG,Westgate,15-04-2024,15,297
CG,CapitaGreen,15-04-2024,15,59
CT,Capital Tower,15-04-2024,15,0
SBR,Six Battery Road,15-04-2024,15,21
CS,CapitaSpring,15-04-2024,15,156
