Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,16-04-2024,11,240
CQ,Clarke Quay,16-04-2024,11,66
FN,Funan,16-04-2024,11,233
PS,Plaza Singapura,16-04-2024,11,462
RCS,Raffles City,16-04-2024,11,449
TAO,The Atrium@Orchard,16-04-2024,11,0
BM,Bedok Mall,16-04-2024,11,128
TM,Tampines Mall,16-04-2024,11,433
BPP,Bukit Panjang Plaza,16-04-2024,11,251
J8,Junction 8,16-04-2024,11,137
LO,Lot One,16-04-2024,11,230
IMM,IMM,16-04-2024,11,603
WG,Westgate,16-04-2024,11,311
CG,CapitaGreen,16-04-2024,11,40
CT,Capital Tower,16-04-2024,11,0
SBR,Six Battery Road,16-04-2024,11,53
CS,CapitaSpring,16-04-2024,11,162
