Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,19,81
CQ,Clarke Quay,10-04-2024,19,125
FN,Funan,10-04-2024,19,82
PS,Plaza Singapura,10-04-2024,19,163
RCS,Raffles City,10-04-2024,19,548
TAO,The Atrium@Orchard,10-04-2024,19,42
BM,Bedok Mall,10-04-2024,19,0
TM,Tampines Mall,10-04-2024,19,15
BPP,Bukit Panjang Plaza,10-04-2024,19,121
J8,Junction 8,10-04-2024,19,48
LO,Lot One,10-04-2024,19,47
IMM,IMM,10-04-2024,19,158
WG,Westgate,10-04-2024,19,3
CG,CapitaGreen,10-04-2024,19,174
CT,Capital Tower,10-04-2024,19,52
SBR,Six Battery Road,10-04-2024,19,148
CS,CapitaSpring,10-04-2024,19,329
