Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,04-04-2024,12,220
CQ,Clarke Quay,04-04-2024,12,116
FN,Funan,04-04-2024,12,160
PS,Plaza Singapura,04-04-2024,12,333
RCS,Raffles City,04-04-2024,12,335
TAO,The Atrium@Orchard,04-04-2024,12,0
BM,Bedok Mall,04-04-2024,12,20
TM,Tampines Mall,04-04-2024,12,356
BPP,Bukit Panjang Plaza,04-04-2024,12,215
J8,Junction 8,04-04-2024,12,71
LO,Lot One,04-04-2024,12,165
IMM,IMM,04-04-2024,12,426
WG,Westgate,04-04-2024,12,179
CG,CapitaGreen,04-04-2024,12,74
CT,Capital Tower,04-04-2024,12,0
SBR,Six Battery Road,04-04-2024,12,40
CS,CapitaSpring,04-04-2024,12,185
