Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,07-04-2024,12,104
CQ,Clarke Quay,07-04-2024,12,176
FN,Funan,07-04-2024,12,117
PS,Plaza Singapura,07-04-2024,12,175
RCS,Raffles City,07-04-2024,12,346
TAO,The Atrium@Orchard,07-04-2024,12,38
BM,Bedok Mall,07-04-2024,12,0
TM,Tampines Mall,07-04-2024,12,58
BPP,Bukit Panjang Plaza,07-04-2024,12,95
J8,Junction 8,07-04-2024,12,12
LO,Lot One,07-04-2024,12,86
IMM,IMM,07-04-2024,12,354
WG,Westgate,07-04-2024,12,0
CG,CapitaGreen,07-04-2024,12,165
CT,Capital Tower,07-04-2024,12,31
SBR,Six Battery Road,07-04-2024,12,149
CS,CapitaSpring,07-04-2024,12,341
