Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,18,54
CQ,Clarke Quay,10-04-2024,18,152
FN,Funan,10-04-2024,18,90
PS,Plaza Singapura,10-04-2024,18,145
RCS,Raffles City,10-04-2024,18,550
TAO,The Atrium@Orchard,10-04-2024,18,46
BM,Bedok Mall,10-04-2024,18,0
TM,Tampines Mall,10-04-2024,18,75
BPP,Bukit Panjang Plaza,10-04-2024,18,171
J8,Junction 8,10-04-2024,18,49
LO,Lot One,10-04-2024,18,109
IMM,IMM,10-04-2024,18,156
WG,Westgate,10-04-2024,18,1
CG,CapitaGreen,10-04-2024,18,175
CT,Capital Tower,10-04-2024,18,53
SBR,Six Battery Road,10-04-2024,18,152
CS,CapitaSpring,10-04-2024,18,339
