Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,10,245
CQ,Clarke Quay,09-04-2024,10,118
FN,Funan,09-04-2024,10,239
PS,Plaza Singapura,09-04-2024,10,573
RCS,Raffles City,09-04-2024,10,579
TAO,The Atrium@Orchard,09-04-2024,10,9
BM,Bedok Mall,09-04-2024,10,180
TM,Tampines Mall,09-04-2024,10,517
BPP,Bukit Panjang Plaza,09-04-2024,10,230
J8,Junction 8,09-04-2024,10,197
LO,Lot One,09-04-2024,10,248
IMM,IMM,09-04-2024,10,723
WG,Westgate,09-04-2024,10,396
CG,CapitaGreen,09-04-2024,10,71
CT,Capital Tower,09-04-2024,10,0
SBR,Six Battery Road,09-04-2024,10,58
CS,CapitaSpring,09-04-2024,10,176
