Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,14,200
CQ,Clarke Quay,01-04-2024,14,107
FN,Funan,01-04-2024,14,174
PS,Plaza Singapura,01-04-2024,14,366
RCS,Raffles City,01-04-2024,14,440
TAO,The Atrium@Orchard,01-04-2024,14,0
BM,Bedok Mall,01-04-2024,14,60
TM,Tampines Mall,01-04-2024,14,344
BPP,Bukit Panjang Plaza,01-04-2024,14,219
J8,Junction 8,01-04-2024,14,94
LO,Lot One,01-04-2024,14,170
IMM,IMM,01-04-2024,14,427
WG,Westgate,01-04-2024,14,229
CG,CapitaGreen,01-04-2024,14,72
CT,Capital Tower,01-04-2024,14,31
SBR,Six Battery Road,01-04-2024,14,48
CS,CapitaSpring,01-04-2024,14,183
