Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,21,232
CQ,Clarke Quay,31-03-2024,21,174
FN,Funan,31-03-2024,21,317
PS,Plaza Singapura,31-03-2024,21,517
RCS,Raffles City,31-03-2024,21,834
TAO,The Atrium@Orchard,31-03-2024,21,85
BM,Bedok Mall,31-03-2024,21,133
TM,Tampines Mall,31-03-2024,21,422
BPP,Bukit Panjang Plaza,31-03-2024,21,262
J8,Junction 8,31-03-2024,21,217
LO,Lot One,31-03-2024,21,227
IMM,IMM,31-03-2024,21,907
WG,Westgate,31-03-2024,21,344
CG,CapitaGreen,31-03-2024,21,178
CT,Capital Tower,31-03-2024,21,22
SBR,Six Battery Road,31-03-2024,21,153
CS,CapitaSpring,31-03-2024,21,347
