Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,04-04-2024,15,215
CQ,Clarke Quay,04-04-2024,15,101
FN,Funan,04-04-2024,15,115
PS,Plaza Singapura,04-04-2024,15,319
RCS,Raffles City,04-04-2024,15,380
TAO,The Atrium@Orchard,04-04-2024,15,3
BM,Bedok Mall,04-04-2024,15,66
TM,Tampines Mall,04-04-2024,15,335
BPP,Bukit Panjang Plaza,04-04-2024,15,219
J8,Junction 8,04-04-2024,15,98
LO,Lot One,04-04-2024,15,214
IMM,IMM,04-04-2024,15,519
WG,Westgate,04-04-2024,15,258
CG,CapitaGreen,04-04-2024,15,63
CT,Capital Tower,04-04-2024,15,57
SBR,Six Battery Road,04-04-2024,15,34
CS,CapitaSpring,04-04-2024,15,174
