Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,04-04-2024,19,181
CQ,Clarke Quay,04-04-2024,19,138
FN,Funan,04-04-2024,19,133
PS,Plaza Singapura,04-04-2024,19,300
RCS,Raffles City,04-04-2024,19,460
TAO,The Atrium@Orchard,04-04-2024,19,13
BM,Bedok Mall,04-04-2024,19,20
TM,Tampines Mall,04-04-2024,19,157
BPP,Bukit Panjang Plaza,04-04-2024,19,148
J8,Junction 8,04-04-2024,19,67
LO,Lot One,04-04-2024,19,155
IMM,IMM,04-04-2024,19,517
WG,Westgate,04-04-2024,19,161
CG,CapitaGreen,04-04-2024,19,118
CT,Capital Tower,04-04-2024,19,39
SBR,Six Battery Road,04-04-2024,19,42
CS,CapitaSpring,04-04-2024,19,175
