Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,18,225
CQ,Clarke Quay,01-04-2024,18,164
FN,Funan,01-04-2024,18,232
PS,Plaza Singapura,01-04-2024,18,461
RCS,Raffles City,01-04-2024,18,594
TAO,The Atrium@Orchard,01-04-2024,18,20
BM,Bedok Mall,01-04-2024,18,93
TM,Tampines Mall,01-04-2024,18,351
BPP,Bukit Panjang Plaza,01-04-2024,18,211
J8,Junction 8,01-04-2024,18,152
LO,Lot One,01-04-2024,18,186
IMM,IMM,01-04-2024,18,650
WG,Westgate,01-04-2024,18,282
CG,CapitaGreen,01-04-2024,18,134
CT,Capital Tower,01-04-2024,18,14
SBR,Six Battery Road,01-04-2024,18,48
CS,CapitaSpring,01-04-2024,18,182
