Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,05-04-2024,16,192
CQ,Clarke Quay,05-04-2024,16,107
FN,Funan,05-04-2024,16,139
PS,Plaza Singapura,05-04-2024,16,368
RCS,Raffles City,05-04-2024,16,517
TAO,The Atrium@Orchard,05-04-2024,16,9
BM,Bedok Mall,05-04-2024,16,76
TM,Tampines Mall,05-04-2024,16,389
BPP,Bukit Panjang Plaza,05-04-2024,16,233
J8,Junction 8,05-04-2024,16,138
LO,Lot One,05-04-2024,16,199
IMM,IMM,05-04-2024,16,517
WG,Westgate,05-04-2024,16,246
CG,CapitaGreen,05-04-2024,16,113
CT,Capital Tower,05-04-2024,16,0
SBR,Six Battery Road,05-04-2024,16,70
CS,CapitaSpring,05-04-2024,16,181
