Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,14-04-2024,12,108
CQ,Clarke Quay,14-04-2024,12,138
FN,Funan,14-04-2024,12,111
PS,Plaza Singapura,14-04-2024,12,137
RCS,Raffles City,14-04-2024,12,424
TAO,The Atrium@Orchard,14-04-2024,12,23
BM,Bedok Mall,14-04-2024,12,1
TM,Tampines Mall,14-04-2024,12,91
BPP,Bukit Panjang Plaza,14-04-2024,12,68
J8,Junction 8,14-04-2024,12,11
LO,Lot One,14-04-2024,12,113
IMM,IMM,14-04-2024,12,501
WG,Westgate,14-04-2024,12,0
CG,CapitaGreen,14-04-2024,12,161
CT,Capital Tower,14-04-2024,12,38
SBR,Six Battery Road,14-04-2024,12,142
CS,CapitaSpring,14-04-2024,12,335
