Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,17,135
CQ,Clarke Quay,31-03-2024,17,222
FN,Funan,31-03-2024,17,152
PS,Plaza Singapura,31-03-2024,17,213
RCS,Raffles City,31-03-2024,17,628
TAO,The Atrium@Orchard,31-03-2024,17,52
BM,Bedok Mall,31-03-2024,17,31
TM,Tampines Mall,31-03-2024,17,92
BPP,Bukit Panjang Plaza,31-03-2024,17,189
J8,Junction 8,31-03-2024,17,71
LO,Lot One,31-03-2024,17,128
IMM,IMM,31-03-2024,17,380
WG,Westgate,31-03-2024,17,84
CG,CapitaGreen,31-03-2024,17,179
CT,Capital Tower,31-03-2024,17,24
SBR,Six Battery Road,31-03-2024,17,152
CS,CapitaSpring,31-03-2024,17,351
