Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,07-04-2024,15,66
CQ,Clarke Quay,07-04-2024,15,194
FN,Funan,07-04-2024,15,60
PS,Plaza Singapura,07-04-2024,15,88
RCS,Raffles City,07-04-2024,15,469
TAO,The Atrium@Orchard,07-04-2024,15,46
BM,Bedok Mall,07-04-2024,15,11
TM,Tampines Mall,07-04-2024,15,51
BPP,Bukit Panjang Plaza,07-04-2024,15,155
J8,Junction 8,07-04-2024,15,55
LO,Lot One,07-04-2024,15,146
IMM,IMM,07-04-2024,15,218
WG,Westgate,07-04-2024,15,70
CG,CapitaGreen,07-04-2024,15,164
CT,Capital Tower,07-04-2024,15,28
SBR,Six Battery Road,07-04-2024,15,147
CS,CapitaSpring,07-04-2024,15,346
