Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,12-04-2024,14,180
CQ,Clarke Quay,12-04-2024,14,99
FN,Funan,12-04-2024,14,128
PS,Plaza Singapura,12-04-2024,14,295
RCS,Raffles City,12-04-2024,14,309
TAO,The Atrium@Orchard,12-04-2024,14,9
BM,Bedok Mall,12-04-2024,14,8
TM,Tampines Mall,12-04-2024,14,268
BPP,Bukit Panjang Plaza,12-04-2024,14,190
J8,Junction 8,12-04-2024,14,64
LO,Lot One,12-04-2024,14,123
IMM,IMM,12-04-2024,14,385
WG,Westgate,12-04-2024,14,194
CG,CapitaGreen,12-04-2024,14,72
CT,Capital Tower,12-04-2024,14,0
SBR,Six Battery Road,12-04-2024,14,75
CS,CapitaSpring,12-04-2024,14,187
