Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,12,82
CQ,Clarke Quay,10-04-2024,12,142
FN,Funan,10-04-2024,12,95
PS,Plaza Singapura,10-04-2024,12,98
RCS,Raffles City,10-04-2024,12,436
TAO,The Atrium@Orchard,10-04-2024,12,52
BM,Bedok Mall,10-04-2024,12,1
TM,Tampines Mall,10-04-2024,12,127
BPP,Bukit Panjang Plaza,10-04-2024,12,148
J8,Junction 8,10-04-2024,12,10
LO,Lot One,10-04-2024,12,109
IMM,IMM,10-04-2024,12,128
WG,Westgate,10-04-2024,12,0
CG,CapitaGreen,10-04-2024,12,159
CT,Capital Tower,10-04-2024,12,53
SBR,Six Battery Road,10-04-2024,12,144
CS,CapitaSpring,10-04-2024,12,304
