Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,07-04-2024,11,172
CQ,Clarke Quay,07-04-2024,11,217
FN,Funan,07-04-2024,11,227
PS,Plaza Singapura,07-04-2024,11,367
RCS,Raffles City,07-04-2024,11,614
TAO,The Atrium@Orchard,07-04-2024,11,54
BM,Bedok Mall,07-04-2024,11,23
TM,Tampines Mall,07-04-2024,11,235
BPP,Bukit Panjang Plaza,07-04-2024,11,140
J8,Junction 8,07-04-2024,11,67
LO,Lot One,07-04-2024,11,169
IMM,IMM,07-04-2024,11,708
WG,Westgate,07-04-2024,11,155
CG,CapitaGreen,07-04-2024,11,162
CT,Capital Tower,07-04-2024,11,28
SBR,Six Battery Road,07-04-2024,11,148
CS,CapitaSpring,07-04-2024,11,346
