Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,02-04-2024,17,221
CQ,Clarke Quay,02-04-2024,17,115
FN,Funan,02-04-2024,17,196
PS,Plaza Singapura,02-04-2024,17,435
RCS,Raffles City,02-04-2024,17,544
TAO,The Atrium@Orchard,02-04-2024,17,3
BM,Bedok Mall,02-04-2024,17,91
TM,Tampines Mall,02-04-2024,17,385
BPP,Bukit Panjang Plaza,02-04-2024,17,189
J8,Junction 8,02-04-2024,17,101
LO,Lot One,02-04-2024,17,195
IMM,IMM,02-04-2024,17,600
WG,Westgate,02-04-2024,17,292
CG,CapitaGreen,02-04-2024,17,93
CT,Capital Tower,02-04-2024,17,0
SBR,Six Battery Road,02-04-2024,17,30
CS,CapitaSpring,02-04-2024,17,171
