Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,03-04-2024,09,305
CQ,Clarke Quay,03-04-2024,09,188
FN,Funan,03-04-2024,09,335
PS,Plaza Singapura,03-04-2024,09,643
RCS,Raffles City,03-04-2024,09,770
TAO,The Atrium@Orchard,03-04-2024,09,31
BM,Bedok Mall,03-04-2024,09,225
TM,Tampines Mall,03-04-2024,09,585
BPP,Bukit Panjang Plaza,03-04-2024,09,277
J8,Junction 8,03-04-2024,09,249
LO,Lot One,03-04-2024,09,280
IMM,IMM,03-04-2024,09,914
WG,Westgate,03-04-2024,09,489
CG,CapitaGreen,03-04-2024,09,123
CT,Capital Tower,03-04-2024,09,0
SBR,Six Battery Road,03-04-2024,09,103
CS,CapitaSpring,03-04-2024,09,246
