Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,11,202
CQ,Clarke Quay,10-04-2024,11,210
FN,Funan,10-04-2024,11,250
PS,Plaza Singapura,10-04-2024,11,357
RCS,Raffles City,10-04-2024,11,698
TAO,The Atrium@Orchard,10-04-2024,11,73
BM,Bedok Mall,10-04-2024,11,42
TM,Tampines Mall,10-04-2024,11,292
BPP,Bukit Panjang Plaza,10-04-2024,11,210
J8,Junction 8,10-04-2024,11,125
LO,Lot One,10-04-2024,11,193
IMM,IMM,10-04-2024,11,515
WG,Westgate,10-04-2024,11,189
CG,CapitaGreen,10-04-2024,11,158
CT,Capital Tower,10-04-2024,11,52
SBR,Six Battery Road,10-04-2024,11,151
CS,CapitaSpring,10-04-2024,11,320
