Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,16-04-2024,09,299
CQ,Clarke Quay,16-04-2024,09,177
FN,Funan,16-04-2024,09,326
PS,Plaza Singapura,16-04-2024,09,646
RCS,Raffles City,16-04-2024,09,742
TAO,The Atrium@Orchard,16-04-2024,09,30
BM,Bedok Mall,16-04-2024,09,195
TM,Tampines Mall,16-04-2024,09,587
BPP,Bukit Panjang Plaza,16-04-2024,09,277
J8,Junction 8,16-04-2024,09,233
LO,Lot One,16-04-2024,09,282
IMM,IMM,16-04-2024,09,956
WG,Westgate,16-04-2024,09,489
CG,CapitaGreen,16-04-2024,09,111
CT,Capital Tower,16-04-2024,09,0
SBR,Six Battery Road,16-04-2024,09,114
CS,CapitaSpring,16-04-2024,09,254
