Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,10,251
CQ,Clarke Quay,31-03-2024,10,277
FN,Funan,31-03-2024,10,307
PS,Plaza Singapura,31-03-2024,10,519
RCS,Raffles City,31-03-2024,10,746
TAO,The Atrium@Orchard,31-03-2024,10,54
BM,Bedok Mall,31-03-2024,10,162
TM,Tampines Mall,31-03-2024,10,435
BPP,Bukit Panjang Plaza,31-03-2024,10,243
J8,Junction 8,31-03-2024,10,183
LO,Lot One,31-03-2024,10,227
IMM,IMM,31-03-2024,10,1018
WG,Westgate,31-03-2024,10,358
CG,CapitaGreen,31-03-2024,10,160
CT,Capital Tower,31-03-2024,10,23
SBR,Six Battery Road,31-03-2024,10,150
CS,CapitaSpring,31-03-2024,10,345
