Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,11,227
CQ,Clarke Quay,08-04-2024,11,109
FN,Funan,08-04-2024,11,229
PS,Plaza Singapura,08-04-2024,11,490
RCS,Raffles City,08-04-2024,11,511
TAO,The Atrium@Orchard,08-04-2024,11,0
BM,Bedok Mall,08-04-2024,11,98
TM,Tampines Mall,08-04-2024,11,409
BPP,Bukit Panjang Plaza,08-04-2024,11,232
J8,Junction 8,08-04-2024,11,159
LO,Lot One,08-04-2024,11,209
IMM,IMM,08-04-2024,11,652
WG,Westgate,08-04-2024,11,296
CG,CapitaGreen,08-04-2024,11,72
CT,Capital Tower,08-04-2024,11,0
SBR,Six Battery Road,08-04-2024,11,41
CS,CapitaSpring,08-04-2024,11,159
