Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,05-04-2024,20,50
CQ,Clarke Quay,05-04-2024,20,23
FN,Funan,05-04-2024,20,18
PS,Plaza Singapura,05-04-2024,20,108
RCS,Raffles City,05-04-2024,20,230
TAO,The Atrium@Orchard,05-04-2024,20,3
BM,Bedok Mall,05-04-2024,20,5
TM,Tampines Mall,05-04-2024,20,60
BPP,Bukit Panjang Plaza,05-04-2024,20,73
J8,Junction 8,05-04-2024,20,10
LO,Lot One,05-04-2024,20,72
IMM,IMM,05-04-2024,20,345
WG,Westgate,05-04-2024,20,33
CG,CapitaGreen,05-04-2024,20,150
CT,Capital Tower,05-04-2024,20,61
SBR,Six Battery Road,05-04-2024,20,118
CS,CapitaSpring,05-04-2024,20,151
