Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,14-04-2024,11,172
CQ,Clarke Quay,14-04-2024,11,189
FN,Funan,14-04-2024,11,220
PS,Plaza Singapura,14-04-2024,11,363
RCS,Raffles City,14-04-2024,11,631
TAO,The Atrium@Orchard,14-04-2024,11,61
BM,Bedok Mall,14-04-2024,11,0
TM,Tampines Mall,14-04-2024,11,273
BPP,Bukit Panjang Plaza,14-04-2024,11,171
J8,Junction 8,14-04-2024,11,65
LO,Lot One,14-04-2024,11,176
IMM,IMM,14-04-2024,11,834
WG,Westgate,14-04-2024,11,172
CG,CapitaGreen,14-04-2024,11,167
CT,Capital Tower,14-04-2024,11,36
SBR,Six Battery Road,14-04-2024,11,149
CS,CapitaSpring,14-04-2024,11,344
