Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,20,40
CQ,Clarke Quay,06-04-2024,20,1
FN,Funan,06-04-2024,20,39
PS,Plaza Singapura,06-04-2024,20,87
RCS,Raffles City,06-04-2024,20,323
TAO,The Atrium@Orchard,06-04-2024,20,13
BM,Bedok Mall,06-04-2024,20,5
TM,Tampines Mall,06-04-2024,20,17
BPP,Bukit Panjang Plaza,06-04-2024,20,108
J8,Junction 8,06-04-2024,20,36
LO,Lot One,06-04-2024,20,107
IMM,IMM,06-04-2024,20,327
WG,Westgate,06-04-2024,20,21
CG,CapitaGreen,06-04-2024,20,166
CT,Capital Tower,06-04-2024,20,39
SBR,Six Battery Road,06-04-2024,20,135
CS,CapitaSpring,06-04-2024,20,323
