Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,03-04-2024,20,154
CQ,Clarke Quay,03-04-2024,20,124
FN,Funan,03-04-2024,20,180
PS,Plaza Singapura,03-04-2024,20,323
RCS,Raffles City,03-04-2024,20,565
TAO,The Atrium@Orchard,03-04-2024,20,24
BM,Bedok Mall,03-04-2024,20,50
TM,Tampines Mall,03-04-2024,20,272
BPP,Bukit Panjang Plaza,03-04-2024,20,177
J8,Junction 8,03-04-2024,20,95
LO,Lot One,03-04-2024,20,171
IMM,IMM,03-04-2024,20,603
WG,Westgate,03-04-2024,20,224
CG,CapitaGreen,03-04-2024,20,164
CT,Capital Tower,03-04-2024,20,62
SBR,Six Battery Road,03-04-2024,20,26
CS,CapitaSpring,03-04-2024,20,163
