Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,03-04-2024,15,227
CQ,Clarke Quay,03-04-2024,15,79
FN,Funan,03-04-2024,15,118
PS,Plaza Singapura,03-04-2024,15,365
RCS,Raffles City,03-04-2024,15,449
TAO,The Atrium@Orchard,03-04-2024,15,5
BM,Bedok Mall,03-04-2024,15,93
TM,Tampines Mall,03-04-2024,15,391
BPP,Bukit Panjang Plaza,03-04-2024,15,198
J8,Junction 8,03-04-2024,15,115
LO,Lot One,03-04-2024,15,218
IMM,IMM,03-04-2024,15,487
WG,Westgate,03-04-2024,15,266
CG,CapitaGreen,03-04-2024,15,73
CT,Capital Tower,03-04-2024,15,0
SBR,Six Battery Road,03-04-2024,15,30
CS,CapitaSpring,03-04-2024,15,160
