Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,15,90
CQ,Clarke Quay,31-03-2024,15,217
FN,Funan,31-03-2024,15,78
PS,Plaza Singapura,31-03-2024,15,148
RCS,Raffles City,31-03-2024,15,435
TAO,The Atrium@Orchard,31-03-2024,15,36
BM,Bedok Mall,31-03-2024,15,3
TM,Tampines Mall,31-03-2024,15,110
BPP,Bukit Panjang Plaza,31-03-2024,15,166
J8,Junction 8,31-03-2024,15,32
LO,Lot One,31-03-2024,15,119
IMM,IMM,31-03-2024,15,283
WG,Westgate,31-03-2024,15,64
CG,CapitaGreen,31-03-2024,15,155
CT,Capital Tower,31-03-2024,15,21
SBR,Six Battery Road,31-03-2024,15,144
CS,CapitaSpring,31-03-2024,15,338
