Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,11-04-2024,22,207
CQ,Clarke Quay,11-04-2024,22,161
FN,Funan,11-04-2024,22,320
PS,Plaza Singapura,11-04-2024,22,606
RCS,Raffles City,11-04-2024,22,873
TAO,The Atrium@Orchard,11-04-2024,22,44
BM,Bedok Mall,11-04-2024,22,218
TM,Tampines Mall,11-04-2024,22,597
BPP,Bukit Panjang Plaza,11-04-2024,22,291
J8,Junction 8,11-04-2024,22,248
LO,Lot One,11-04-2024,22,289
IMM,IMM,11-04-2024,22,991
WG,Westgate,11-04-2024,22,514
CG,CapitaGreen,11-04-2024,22,180
CT,Capital Tower,11-04-2024,22,16
SBR,Six Battery Road,11-04-2024,22,76
CS,CapitaSpring,11-04-2024,22,156
